service,type de service,commentaire,note,date_visite,mois de visite,annee de visite,date_commentaire,mois de commentaire,année_commentaire,satisfaction
Disney Land Paris,Parc,Trop de fils d'attente toujours obligé de sortir le porte feuille pour tout,4/5,Visité en août 2022,août,2022,il y a 5 mois,Août,2022,
Disney Land Paris,Parc,Tout simplement magnifique et magique comme à chaque fois !,5/5,Visité en juillet 2022,juillet,2022,il y a 6 mois,Juillet,2022,
Disney Land Paris,Parc,"Vaches à lait bonjour, bienvenue dans ce parc où vous serez traits jusqu’au sang, pour finalement pas grand chose, sauf si vous avez 5 jours devant vous pour pouvoir faire les interminables files d’attentes (130 minutes pour l’une), (115 pour une autre), 90 pour une autre…  Le must have c’est de faire 2h de file dans une attraction qui tombe en panne et on vous dit gentiment de faire demi tour!! Y a rien à voir, cassez vous. Pas même d’excuses ou de compensation pour le temps perdu.  Dernière fois que nous viendrons dans cette usine à fric. Premier parc pour mon fils qui est déçu.",1/5,Visité en octobre 2022,octobre,2022,il y a 2 mois,Novembre,2022,
Disney Land Paris,Parc,C’était magique ! Une journée merveilleuse et inoubliable. La beauté de l’événement nous fait carrément oublier les temps d’attente. Il faut s’organiser pour rentabiliser sa journée mais qu’est-ce que ça vaut le coup ! Tout est travaillé dans le moindre détail pour nous faire rêver. Le bonheur de tous rend cette journée émouvante et le spectacle des lumières est à couper le souffle. Un grand merci !,5/5,Visité en décembre 2022,décembre,2022,il y a un mois,Décembre,2022,
Disney Land Paris,Parc,"Magnifique, Féerique… très beau décors ! Mais trop d’attente dans les attractions ainsi que le restaurant que l’ont doit absolument réserver sinon on ne mange pas je trouve sa scandaleux au vue du prix des billets et ne parlons pas des hôtels Disney qui sont hors de prix …",3/5,Visité en décembre 2022,décembre,2022,il y a 4 semaines,Décembre,2022,
Disney Land Paris,Parc,"C’est toujours bien pour les enfants mais très déçu. Peu de personnes en costume dans le parc, que 2 attractions à sensation d’ouvertes ?????? Oui vous avez bien lu… pour minimum 1 heure de queue… Les prix ont explosé… C’est très bien pour les petits enfants car ils vivent vraiment la magie mais pour adultes et ados bon courage !",2/5,Visité en septembre 2022,septembre,2022,il y a 4 mois,Septembre,2022,
Disney Land Paris,Parc,"Disneyland Paris is perfect for enjoying with family and kids  Disneyland Resort Paris, est un complexe touristique et urbain de 22,30 km2 (2 230 ha) situé en sa majeure partie sur la commune de Chessy (Seine-et-Marne), à trente-deux kilomètres à l'est de Paris. Le complexe touristique, ouvert en 1992, comprend deux parcs à thèmes : le parc Disneyland et le parc Walt Disney Studios, ainsi que sept hôtels et un golf, tandis que le complexe urbain intensifie le tissu du secteur IV de Marne-la-Vallée au travers de Val d'Europe Agglomération. Le site est favorisé par de nombreux transports, dont le prolongement de la ligne A du RER d'Île-de-France en service depuis le 1er avril 1992 et financé par le conseil régional, des infrastructures routières comme la bretelle de liaison avec l'autoroute A4, ainsi qu'une gare TGV subventionnée par l'État français et inaugurée le 29 mai 1994 qui relie le complexe aux principales villes françaises et européennes.",5/5,Visité en septembre 2021,septembre,2021,il y a un an,Janvier,2022,
Disney Land Paris,Parc,"Je ne retrouve pas la magie que j'ai vécu il y a 25 ans etant enfant, on ne voit les personnages que de loin sur scène. Très beaux spectacles et manèges mais avec 60 à 90minutes d'attente à regarder ceux qui ont les moyens de passer devant tout le monde..",3/5,Visité en octobre 2022,octobre,2022,il y a 2 mois,Novembre,2022,
Disney Land Paris,Parc,"1) le parc: il est bien malgré l'augmentation du prix. Dommage qu'il y avait quelques manèges fermés.  2) litige : service client. Malgré plusieurs relances de ma situation, plus de nouvelles. Je suis en attente d'un remboursement. J'ai fais 3 fois la manipulation pour demander. J'ai eu un petit message sur ma demande allait être traitée. J'ai même accusé réception du mail.  Je suis toujours en attente a ce jour de mon remboursement et depuis septembre.",3/5,Visité en novembre 2022,novembre,2022,il y a 2 mois,Novembre,2022,
Disney Land Paris,Parc,Tout est magnifique et très agréable à tout âge. Le parc est d'une propreté qui nous laisse rêveur d'une vie sans déchets sauvages. Seul bémol 2 pannes sur une attraction qui a rallongé le temps d'attente déjà énorme et u'e attraction avec une panne technique !,5/5,Visité en octobre 2022,octobre,2022,il y a 3 mois,Octobre,2022,
Disney Land Paris,Parc,"Vraiment tout les attractions que j'ai faite des deux village était bien just deux petites déception sais que dans le Park Disney on retrouve des éléments Star Wars, Pixar et dans le studio on retrouve des éléments Disney pour s'était un peu desservent et ma deuxième déception s'était que tout les attractions qui on été mise à la première inauguration du parquet qui n'était pas dans le thème exemple Space Montaigne transformer en une attraction star Wars. Sinon s'était bien .",4/5,Visité en septembre 2021,septembre,2021,il y a un an,Janvier,2022,
Disney Land Paris,Parc,"Parc incontournable ! À ~40 min de Paris par le RER A. ⚠️Maj covid:  toutes les attractions et sites du parc ont été modifiées pour vous protéger au maximum du covid dans les lieux fermés, c'est un gros point positif !",5/5,Visité en septembre 2021,septembre,2021,il y a un an,Janvier,2022,
Disney Land Paris,Parc,"Parc très sympathique ! Ambiance très familiale et festive, à tester au moins une fois ! 😉😉 Attention aux temps d'attente sur les plus grosses attractions en journée (Crush's Coaster, BTM, Pirates des Caraïbes...) certaines de ces attractions peuvent monter jusqu'à 1h - 1h30, surtout avec la Covid, il n'y a plus accès aux Fast Pass et à la file Single Rider ! Sinon belle expérience, à consommer sans modération !",5/5,Visité en juin 2021,juin,2021,il y a un an,Janvier,2022,
Disney Land Paris,Parc,Toujours émerveillée par ce parc mais c'est devenu très très cher.,4/5,Visité en février 2020,février,2020,il y a 2 mois,Novembre,2022,
Disney Land Paris,Parc,"Revenu après 7 ans d'absence, pour fêter les 10 & 5 ans de mes enfants. Toujours aussi magique. Par contre, le principe de donner aux riches le privilège de gruger tout le monde dans les files d'attente m'irrite et est à l'encontre d'une devise de notre pays (""l'égalité"", on sait que les US s'en cogne mais bon...).",5/5,Visité en septembre 2022,septembre,2022,il y a 3 mois,Octobre,2022,
Disney Land Paris,Parc,"Toujours autant de magie quand je viens à Disneyland Paris 😍 Magnifique parc avec spectacles et parades Propre,. personnel très sociable et souriant La seul chose qui m'a un peu choqué c'est les spectacles qui sont en Anglais alors que nous sommes en France.. A part ça c'est magnifique",5/5,Visité en décembre 2022,décembre,2022,il y a un mois,Décembre,2022,
Disney Land Paris,Parc,"Toujours aussi magique ! Nous y sommes allés en famille. Pour les enfants, à partir de 5 ans c'est l'idéal.  Malgré la période compliquée, Disneyland Paris s'est adapté et à modifié ses fils d'attente et ses attractions (ajout de plexi, marquages au sol) et masque obligatoire de manière permanente dans tout le parc. Actuellement ouvert en demi jauge, la plupart des attractions ont une rangée de sièges sur deux fermée, ce qui au final ne modifie pas vraiment la durée d'attente dans les queues. On hâte d'y retourner dans quelques années sans masque...  Le personnel, malgré les contraintes liées au dispositif spécial COVID est vraiment avenant et toujours sympathique, ce qui rend l'expérience d'autant plus enthousiasmante.  Nos attractions favorites : Buzz l'éclair, Pirates des Caraïbes. Nous n'avons pas pu faire le train de la mine, mais c'est une de mes favorites de ce parc. Et pas fait non plus Space Mountain ni Indiana Jones : il faut mesurer au moins 1,20m et 1,40.  Le parc Disneyland est bien décoré et bien plus vaste que son petit frère le Walt Disney Studios. Les 4 sections sont bien fournies et on y croise souvent des personnages de l'univers de Disney.  A date, s'il devait n'y avoir qu'un seul parc à visiter sur les deux, ce serait celui-ci.",5/5,Visité en juillet 2021,juillet,2021,il y a un an,Janvier,2022,
Disney Land Paris,Parc,"Évasion totale ,ma deuxième maison ,ce n est pas que pour les petits,nous adultes nous retournons en enfance l instant d'une journée, avec ma fille (adulte aussi ) nous avons besoin de notre dose Disney au moins à une  fois par mois minimum ,déconnection absolue ....🥰",5/5,Visité en septembre 2021,septembre,2021,il y a un an,Janvier,2022,
Disney Land Paris,Parc,"Trop, trop, trop, trop de monde, j'ai jamais vu ça, les gens sont agressifs... La magie à disparue, Il n'y a presque plus de personnages sur le parc, les parades sont en effectifs réduits et impossible de voir le spectacle de fermeture (du monde jusqu'à l'entrée). C'était mieux, bien mieux avant 😢 Je ne reviendrai plus...",1/5,Visité en août 2022,août,2022,il y a 4 mois,Septembre,2022,
Disney Land Paris,Parc,Il faut dire que le prix est excessif (87 €)pour 4 attractions différentes faites à 16h en étant arrivés à l'ouverture du parc et 1h sous la pluie pour l'ascenseur... Après nous avons décidé de rentrer car trempés.... Loin d'un souvenir inoubliable.,3/5,Visité en septembre 2022,septembre,2022,il y a 3 mois,Octobre,2022,
Disney Land Paris,Parc,"Super parc ! Les décors sont magnifiques, les attractions des deux parcs aussi ! L'hôtel NewPort Bay Club est parfait ! Malgré que les parades ait été annulé, j'en garde de très bon souvenirs !",5/5,Visité en juin 2021,juin,2021,il y a un an,Janvier,2022,
Disney Land Paris,Parc,"Un parc sympa, bien entretenu en global avec le sens du détail, un personnel très sympathique et à l'attention des clients mais beaucoup de problèmes... Des manèges défectueux, des ''animations'' et lieux fermés sans rien d'annoncer hormis arrivé devant. Et surtout tout est payant et hors de prix. L'entrée est déjà très chère mais à cela il faut rajouter le parking, un supplément si vous voulez couper une file, un supplément si vous voulez une photo avec un personnage aprzs plus d'1h d'attente, etc Magique pour les enfants mais décevant pour les parents. Par contre magnifique le soir quand tout est allumé et spectacles très beaux",3/5,Visité en décembre 2022,décembre,2022,il y a un mois,Décembre,2022,
Disney Land Paris,Parc,Une catastrophe disney est devenue une vraie pompe à fric des tarif exorbitant  Si sa continue ils vont nous faire payer l'accès aux toilettes Des hôtels mal entretenu. J'ai été abonné pendant  Pratiquement 10 ans j'arrête tout Il y a d'autres parcs moins chers et beaucoup plus intéressant C'est devenu la magie du portefeuille,1/5,Visité en novembre 2022,novembre,2022,il y a 2 mois,Novembre,2022,
Disney Land Paris,Parc,"Excellente parc beaucoup de nouveautés (avengers campus, 30 ans, festival du roi lion et du livre de la jungle, Noël etc...) Les cast member sont gentils poli et courtois",5/5,Visité en juillet 2022,juillet,2022,il y a 6 mois,Juillet,2022,
Disney Land Paris,Parc,"Nous avons passé une superbe journée, malheureusement nous avons eu une très désagréable surprise en arrivant au parking. Scandaleux ! Uniquement 4 bornes de recharge pour véhicules électriques sur les milliers de places de parking ! A 30€ la place de parking, nous aurions aimé une solution de recharge lente même payante ! Nous avons été obligé de nous arrêter 2h pour recharger apres notre journée de parc et nous sommes rentrés à 2h30 du mat !!!",1/5,Visité en octobre 2022,octobre,2022,il y a 2 mois,Novembre,2022,
Disney Land Paris,Parc,"Soirée Halloween 2022 : quelle mauvaise organisation ! Nous avions prévu un séjour de deux jours les 29 et 30 octobre et avions donc récupéré nos bracelets ""Halloween"" directement à l'hôtel. A 18h45 nous nous sommes rendus vers le château pour assister au spectacle, sauf que on nous a fait faire un sacré détour de 30 minutes pour qu'au final on n'arrive pas à destination !! On a rien vu !! Organisation nulle",2/5,Visité en octobre 2022,octobre,2022,il y a 2 mois,Novembre,2022,
Disney Land Paris,Parc,Super parc... tout est fait pour y passer une (ou plusieurs) agréable(s) journée(s)... même une personne qui n'est pas trop ambiance Disney changera certainement d'avis après y être allé 😉,5/5,Visité en septembre 2022,septembre,2022,il y a 3 mois,Octobre,2022,
Disney Land Paris,Parc,"Le parc Disneyland est génial, les attractions sont au top que se soit pour les petits ou pour les plus grands avec les rollers coasters. Les décors dans le parc sont incroyables ainsi que tout les détails aussi bien à l'intérieur des attractions que dans les extérieurs du parc. Il y a un travail énorme sur la végétation et la décoration florale. La propreté du parc est absolument IRRÉPROCHABLE ce qui participent encore plus à nous plonger dans le monde fantastique de disney. Il faudrait cependant prévoir un budget nourriture assez conséquent si vous souhaitez vous restaurer au sein même du parc car la nourriture y est quand même cher pour un budget limité.",5/5,Visité en août 2021,août,2021,il y a un an,Janvier,2022,
Disney Land Paris,Parc,"Un séjour en août 2021 merveilleux, le personnel toujours gentil et cela même si il n’y a pas de parades, spectacle le soir ou repas avec les personnages à cause de Covid. Mes enfants ont adorés les rencontres avec tous les personnages avec distanciation. Le seule bémol pour moi est la raison du 4 étoiles, c’est la qualité de la nourriture qui est vraiment moyenne mais je pense que le monde trouve cela normal , mais je ne comprend pas pourquoi vu les prix. Aussi avec des jeunes enfants la possibilité de demander le baby-switch pour faire les attraction l’un après l’autre sans faire la queue deux fois est un énorme avantage.  Highlights. -Rencontre avec les personnages de Frozen et la vraie interaction qu’on a eu - Pour les adultes : Crush Coasters et le train de la mine (malgré la queue !) - pour les enfants: Peter Pan et Pirates des Caraïbes et l’attraction Cars - les gaufres Dark Vador en face de Buzz Lightyear  Déception: - la qualité de la nourriture dans son ensemble",4/5,Visité en juillet 2021,juillet,2021,il y a un an,Janvier,2022,
Disney Land Paris,Parc,"Décors magnifique et c est le seul point positif. Tarifs très très élevés pour tout, pas de plan du parc distribué, réseau 3g / 4g qui dysfonctionne donc beaucoup de perte de temps quand on ne connaît pas les lieux. Je ne parle pas de l' heure d attente minimum pour chaque attraction. Ce sera ma dernière visite.",2/5,Visité en novembre 2022,novembre,2022,il y a un mois,Décembre,2022,
Disney Land Paris,Parc,Super bien car la magie de Noël est de retour on en prend plein les yeux décoration magnifique surtout à la tombée de la nuit très très beau parc à faire et à refaire toujours très très bien un parc magnifique,5/5,Visité en avril 2022,avril,2022,il y a 2 mois,Novembre,2022,
Disney Land Paris,Parc,Lieu mythique qui attire des gens du monde entier. La magie opérera pour vos enfants. Tout est prévu pour chacun d'entre vous trouve l'occasion de recycler ses excédents d'euros dans les boutiques restaurants et prestations proposées. (Photos personnalisées a la sortie de manèges par exemple !) Tout est fait pour que le client reparte la tête remplie de souvenirs avec au moins sac avec des souvenirs. 🎢🎡🎠🎪⛲🕍🏟️🛤️🎆⚗️🇨🇵,5/5,Visité en octobre 2022,octobre,2022,il y a 3 mois,Octobre,2022,
Disney Land Paris,Parc,Très bonne expérience pour nos 3 jours de présence. Il y avait vraiment trop de gens et les files sont alors interminables. Les coupe-files sont une ruine pour une famille de 5 personnes avec enfants. C'est dommage. Il faudrait quelques espaces couverts de plus dans les files pour quand il pleut.,4/5,Visité en septembre 2022,septembre,2022,il y a 3 mois,Octobre,2022,
Disney Land Paris,Parc,"Parc grandiose et magique surtout quand on le regarde avec des yeux d'enfant... Très propre, personnel accueillant. Les attractions sont top. Les parades superbes, pleines de couleurs, et le spectacle son et lumières de nuit sur le château est sublime. L'idéal est de partir sur plusieurs jours... Les seuls bémols, le temps d'attente aux attractions et le prix...",4/5,Visité en novembre 2022,novembre,2022,il y a 2 mois,Novembre,2022,
Disney Land Paris,Parc,Super parc tant pour les adultes que pour les enfants,5/5,Visité en septembre 2022,septembre,2022,il y a 4 mois,Septembre,2022,
Disney Land Paris,Parc,"Séjours de 3 jours et 2 nuit dans un hôtel. Que dire de plus que ""LAMENTABLE"" Dès queues de 60 à 180 min ! Et une fois arrivé pour embarquer, ""l'attraction tombe en ""panne"" et ils nous font quitter l'attraction sans nous donner de ticket pour passer prioritaire ! Prendre photo avec les avengers ? Allez y le matin a 9h sinon impossible de les voir ! Séjours nul.",2/5,Visité en septembre 2022,septembre,2022,il y a 4 mois,Septembre,2022,
Disney Land Paris,Parc,Magique ! J'y retourne plusieurs fois par an pour profiter des changements de saison et de décor. Je m'en lasse pas. Et j'amènerai bientôt les enfants pour leur créer de beaux souvenirs. Le seul bémol est les longues files d'attente pour les attractions les plus convoitées.,5/5,Visité en septembre 2022,septembre,2022,il y a 3 mois,Octobre,2022,
Disney Land Paris,Parc,"Niveau visuel et ambiance il n’y a pas à dire on est à fond dedans, tous les détails sont là pour nous faire passer un bon moment. Seul bémol l’attente, pour éviter un maximum des longues files il a fallu que je regarde l’application pour choisir les manèges.",4/5,Visité en avril 2020,avril,2020,il y a 3 semaines,Décembre,2022,
Disney Land Paris,Parc,"L'endroit idéal pour passer une journée détente, malgré une fréquentation importante. Mais l'expérience est toujours aussi magique. Le nouveau land Avanger apporte un intérêt certain mais soyez patient, il y a du monde.",5/5,Visité en août 2022,août,2022,il y a 2 mois,Novembre,2022,
Disney Land Paris,Parc,"Le parc est en train de se faire une nouvelle jeunesse, un effort à été fait pour les personnes à mobilité réduite pour toutes les attractions,  toujours  cher, peu de fontaines pour avoir de l'eau en plein été,  une petite bouteille d'eau sinon 3€20! Les spectacles sont top niveau dans les deux parcs.  Personnel très aimable.  Pour les boutiques , les vêtements ont perdu toutes originalité et aussi en qualité,  peu d'originalité dans les objets du quotidien, en fait les boutiques sont devenues des magasins de jouets, qualité médiocre des peluches par rapport au debut ! Un gros effort est à faire en ce sens. Après un moment de rêve et de détente d'esprit dans ce lieu magique,  on retourne en enfance ,on y oublie les soucis du quotidien  !",4/5,Visité en juillet 2022,juillet,2022,il y a 5 mois,Août,2022,
Disney Land Paris,Parc,"Le parc est très propre, le côté féerique est au rendez-vous mais 1h d’attente pour 30 secondes d’attraction c’est bof bof. Je n’imagine pas en haute saison. Nous avons également perdu 45 minutes à attendre pour qu’au final l’attraction soit en panne. Nous avons eu un ticket pour revenir plus tard mais il n’a pas été remis en fonction. Une journée c’est court pour le parc alors perdre 1 heure dans une fille d’attente pour rien.. c’est pas cool!",4/5,Visité en octobre 2022,octobre,2022,il y a 3 mois,Octobre,2022,
Disney Land Paris,Parc,"Toujours aussi magique mais les prix sont vraiment trop chers ! Entre l'entrée au parc, les souvenirs, la nourriture (même une simple crêpe) même les photos dans les attractions sont excessivement chères....dommage. Mise appart cela, ça reste un parc d'attraction incroyable !",4/5,Visité en novembre 2022,novembre,2022,il y a 2 mois,Novembre,2022,
Disney Land Paris,Parc,Très belle journée passée dans ce parc,5/5,Visité en octobre 2022,octobre,2022,il y a 3 mois,Octobre,2022,
Disney Land Paris,Parc,Superbe séjour de 4 jours et 3 nuits 🎃😍,5/5,Visité en octobre 2022,octobre,2022,il y a 2 mois,Novembre,2022,
Disney Land Paris,Parc,Jolie parc. Spectacle du soir fantastique. Mais pas mal de manèges fermés temporairement pour cause technique. Place pour camping-car trop chers pour les prestations! Pas d'électricité... travaux qui démarre à 6h le matin. Et sanitaire qui commence à se faire vieux.,3/5,Visité en octobre 2022,octobre,2022,il y a 3 mois,Octobre,2022,
Disney Land Paris,Parc,"22 ans que j'ai découvert ce parc et que j'y passe tous les ans 3 jours 2 nuits dans les différents hôtel proche du parc a pied. Je ne peut pas mettre 5 étoiles car les prix deviennent exorbitants et j'ai bien l'impression qu'un jour l'accès nous sera impossible.. Le manque de programme de fidélité est un gros point noir également. Le monde merveilleux de Disney est a faire au moins une fois dans sa vie mais si vous y aller plusieurs jours, privilégiez du dimanche au mardi.",4/5,Visité en décembre 2022,décembre,2022,il y a un mois,Décembre,2022,
Disney Land Paris,Parc,"Superbes attractions mais malheureusement le service de restauration pas cool du tout👎🏼 nous avons payé une pension complète mais malheureusement celle-ci n’est pas du tout rentable par rapport aux restaurants impossible de réserver un restaurant car tous sont complets donc obligé de manger midi et soir dans des restaurants rapides où il n’y a que des hamburgers servis froid😑 (écœurant à la fin) pas de service à table du coup alors que cette pension doit comprendre 1 repas le midi dans un restaurant rapide et le soir 1 repas en service à table. Ils préviennent en tout petit qu’il faut réserver 2 mois à l’avance pour les restaurants ! Ce qui n’est pas possible pour tout le monde il devrait y avoir une meilleure organisation je suis très déçu par les restaurants de ce parc et surtout pour la rentabilité de cette pension , il y avait une bien meilleure organisation avant malheureusement! 😡",3/5,Visité en décembre 2022,décembre,2022,il y a 3 semaines,Décembre,2022,
Disney Land Paris,Parc,Parc bondé de monde pour un prix exorbitant. Une file d'attente démesuré pour chaque manège et niveau nourriture un vrai attire pigeon. Pour ma part je ne suis pas prêt d'y remettre les pieds. Sans oublier les fermetures de certains manèges dans la journée.,2/5,Visité en septembre 2022,septembre,2022,il y a 3 mois,Octobre,2022,
Disney Land Paris,Parc,"Il faut donc payer 30€ pour se garer, en gros 100€ par personnes, 20€ par personnes pour manger et ajouter 10€ pour couper les files d’attentes par personnes et par attractions ! Une journée à Disney = une semaine de vacances en période estivale ! La prochaine fois nous irons ailleurs. Dommage",1/5,Visité en novembre 2022,novembre,2022,il y a 2 mois,Novembre,2022,
Disney Land Paris,Parc,Domme que cette année il y ait tant de travaux en même temps sur le Parc,4/5,Visité en octobre 2022,octobre,2022,il y a 3 mois,Octobre,2022,
Disney Land Paris,Parc,"Ce parc est juste une honte! C'est hors de prix, tu passes ton temps à attendre. Tu te fais griller par des gens avec des priorités de complaisance. Et tu es obligé de laisser la poussette de ton enfant systématiquement dehors pour le tenir dans tes bras pendant des heures d'attente (alors qu'il ne marche pas). Je ne parle même pas de l'heure perdue le matin parce que tu ne peux pas scanner et que tu ne rencontres que des incompétents peu aimables. La magie Disney est à revoir!!",1/5,Visité en octobre 2022,octobre,2022,il y a 2 mois,Novembre,2022,
Disney Land Paris,Parc,"Bonjour, assez mécontent !! Nous avons acheté des place au prêt d’un revendeur ( nous avons vérifié la disponibilité pour la réservation de créneau avec eux. Validation du créneau pour que sur la finalité en arrivant sur place le personnel d’accueil nous informe que cela est impossible car le parc était complet donc mauvais suivis de la part des revendeurs !! Venant d’assez loin et ne voulant pas repartir, obligé de racheter des place en plein tarif !! Première péripétie. De plus, beaucoup d’attraction fermé pour maintenance, chose non spécifié sur le site internet, plus des beugs sur les attractions ( faire la queue pendant plus de 120min pour qu’au final ont nous demande d’évacuer les files d’attente et donc avoir patienté pour rien. Pour la suite de la journée nous décidons donc de prendre le full accès pour ne pas patienter dans les attractions, beaucoup d’attraction non incluses dans ce pack: ce qui remet en doute l’efficacité de ce service facturé quand même 90€ par personne. Malheureusement le parc a bien changé et suis très déçu de ce que celui ci est devenu. Les bons souvenir d’autre fois sont oubliés pour laisser place à la déception.",2/5,Visité en septembre 2022,septembre,2022,il y a 4 mois,Septembre,2022,
Disney Land Paris,Parc,"Les décors sont magnifiques, le personnel est très sympa. Aucune magie, rien n'est féerique... on y était en semaine hors période scolaire, l y avait énormément de monde... Queues interminables pour des attractions très courtes (Blanches neiges et les sept nains, attractions de 45 secondes pour 40 minutes de queues) Les spectacles sont en Anglais... Avec 4 fois moins de monde ce serait plus agréable... Privilégiez d'autres parcs et regardez un Disney à la télé...",1/5,Visité en décembre 2022,décembre,2022,il y a un mois,Décembre,2022,
Disney Land Paris,Parc,"Visite en famille pour les 30 ans de notre fille, mis à part un badge identifiant que c'était son anniversaire (même âge que le parc), aucun ""privilège "" supplémentaire. Négatifs : prix de la restauration (beaucoup augmentés : la moyenne des menus est autour de 40€ hors boisson, hot-dog à 11€!), la vendeuse d'éclairs et patisserie: s'il vous plaît, même si ce n'est pas le job de vos rêves,  faites le avec le sourire 😃 . Les coupes files ont atteint des prix prohibitifs... c'est dommage...ce sont surtout les familles avec petits budgets qui morflent. Positifs : globalement personnel très aimable, c'est beau, c'est propre, super bien organisé. La magie de Disney toujours intacte malgré plusieurs passages en 30 ans! Un très beau moment, hâte de revenir !",5/5,Visité en octobre 2022,octobre,2022,il y a 3 mois,Octobre,2022,
Disney Land Paris,Parc,Ce fut une expérience laborieuse Des files d attendes interminable pour toutes attractions allant de 45 min à 1h45. Une surpopulation qui rend le séjour assez désagréable. Cependant certainess attractions sont de qualité Un agrandissement et un changement est nécessaire car le prix reste exorbitant,1/5,Visité en septembre 2022,septembre,2022,il y a 3 mois,Octobre,2022,
Disney Land Paris,Parc,"Je connais ce parc depuis mon enfance. À l'époque il y avait plein de spectacles et d'animations qui ont tous disparus. Seul le caractère hors de prix du billet a subsisté. Autrement plus de fastpass, désormais si vous voulez éviter de vous taper 30min/1h de queue pour chaque attractions vous devez payer en plus pour CHAQUE passage... C'est juste honteux. Alors oui ça reste un must pour emmener vos enfants passer une belle journée si vous êtes dans le coin et que vous avez un bon salaire, mais ça pourrait être (et ça a été) 10 fois mieux.",3/5,Visité en octobre 2022,octobre,2022,il y a 2 mois,Novembre,2022,
Disney Land Paris,Parc,certe le parc Disneyland est bien mais quand on arrive et qu’il y a plusieurs attractions bien fermées et qu’il n’y a pas de geste pour rajouter l’autre parc pour compensera. C’est abusé. Soit on paye plein prix et on a tout soit il faut savoir être professionnel quand on ne peut pas tout proposer. Manque de professionnalisme pour un parc de cette envergure….,1/5,Visité en septembre 2022,septembre,2022,il y a 4 mois,Septembre,2022,
Disney Land Paris,Parc,"A magic world pour tous! Grands et petits, juniors et seniors! Un univers de rêve, de contes...alternant promenades, jeux et attractions des plus calmes au plus secouantes!! En bateau, en train, en fusée vous décollerez pour le monde fantastique de Disney. Studios cinéma, parc attraction et Disney village! Un accès facile par voiture, avion, tgv et rer! Une offre restauration très large restant cependant coûteuse... Des boutiques au pied de chaque attraction pour vous rappeler que Disney c'est aussi un marketing très soutenu avec peluches de Mickey, déguisements de princesse et mugs à volonté pour que vous emportiez un souvenir d'une journée déjà mémorable. Tout est ici fait pour vous faciliter une journée de plaisir dans le respect absolu des règles sanitaires. Bien aMickeylement!",5/5,Visité en août 2021,août,2021,il y a un an,Janvier,2022,
Disney Land Paris,Parc,"Rapport qualité prix en baisse, d autre grand parc européen sont mieux positionné.  A faire uniquement pour la magie des petits.  Se rattrape un peu avec l avanger campus, mais le confort des files d attente est en deçà des autres parcs",3/5,Visité en août 2022,août,2022,il y a 4 mois,Septembre,2022,
Disney Land Paris,Parc,"Féerique pour qui aime l'univers 👻 beaucoup de beaux déguisements mais de la part des visiteurs... Feux d'artifices magnifiques 👍. A mon goût beaucoup trop de monde, trop bousculé par les gens qui marchent vite ..🥲",4/5,Visité en octobre 2022,octobre,2022,il y a 2 mois,Novembre,2022,
Disney Land Paris,Parc,"Un parc tout simplement extraordinaire. Dès l'arrivée on a l'impression d'être dans un autre monde et on retombe en enfance peu importe notre âge. En tant que visiteur régulier du parc j'ai pu voir son évolution et même si il y a quelques défauts l'univers et l'ambiance restent magique. Attractions, spectacles, parades, restaurants et boutiques sont les ingrédients de cette recette du bonheur. Même si les prix sont parfois élevés, avec des bon plans on peut s'en sortir facilement. Merci à tous les cast members d'être toujours au top.",5/5,Visité en avril 2022,avril,2022,il y a 8 mois,Mai,2022,
Disney Land Paris,Parc,"Séjour compliqué avec des enfants en bas-âge, attente monstrueuse que ce soit dans les attractions ou bien dans la restauration du parc, peut-être un manque de personnel… De plus lors d’un achat de glace sur un point ambulant du parc, une demoiselle ne rendait pas la monnaie sous prétexte qu’elle n’en avait pas! Quand on voit le fric que brasse cette « entreprise » ils pourraient réapprovisionner ses points de vente en monnaie. Je ne suis pas à 0.50€ près, mais à faire ainsi avec tout les clients, c’est qu’à la fin de la journée, ça peut être des sommes importantes! Et il me semble au vu des prix dans le parc qu’on leur laisse bien assez d’argent…",2/5,Visité en septembre 2022,septembre,2022,il y a 4 mois,Septembre,2022,
Disney Land Paris,Parc,"Les prix ont énormément augmentés en l’espace de quelques années. Problème mécanique sur plusieurs attractions comme toujours mais c’est normal… Par contre je trouve ça inacceptable le faite de se faire refuser l’accès au feux d’artifice après avoir débourser 124€ par personne !!! (trop de monde apparemment, mais dans ce cas la faite rentrée moins de monde par journée !) Un peu déçu de mon expérience aujourd’hui après 5 ans d’absence !",1/5,Visité en octobre 2022,octobre,2022,il y a 2 mois,Novembre,2022,
Disney Land Paris,Parc,"Trés joli, un régal pour les grands et les petits..... Le seul *Bemol"".... Très prix exorbitants pour les budgets moyens au niveau de la nourriture sur le parc ( exemple : 2 paquets de doritos =11€). C'est dommage, et bien évidement les queues très longues dans les attractions.",3/5,Visité en novembre 2022,novembre,2022,il y a 2 mois,Novembre,2022,
Disney Land Paris,Parc,Tres beau parc et un très bon moment passé en famille. Juste petit point négatif les files d'attentes manque d'ombres,4/5,Visité en juin 2022,juin,2022,il y a 6 mois,Juillet,2022,
